ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-12-29,217.7671480382886,196.14144800996317,243.31612266406924,217.7671480382886,217.7671480382886,3.07891037106039,3.07891037106039,3.07891037106039,3.07891037106039,3.07891037106039,3.07891037106039,0.0,0.0,0.0,220.846058409349
2024-01-02,215.67883157931263,199.07565269841186,244.68060885287443,215.67883157931263,215.67883157931263,6.143872736361598,6.143872736361598,6.143872736361598,6.143872736361598,6.143872736361598,6.143872736361598,0.0,0.0,0.0,221.82270431567423
2024-01-03,215.15675246456863,196.4938838489718,243.7062656311034,215.15675246456863,215.15675246456863,5.679737911968152,5.679737911968152,5.679737911968152,5.679737911968152,5.679737911968152,5.679737911968152,0.0,0.0,0.0,220.83649037653677
2024-01-04,214.63467334982462,195.29871843907785,239.35522625465276,214.63467334982462,214.63467334982462,3.3061397450326027,3.3061397450326027,3.3061397450326027,3.3061397450326027,3.3061397450326027,3.3061397450326027,0.0,0.0,0.0,217.94081309485722
2024-01-05,214.11259423508065,195.80821118347524,237.39604073316866,214.11259423508065,214.11259423508065,3.0789103710816277,3.0789103710816277,3.0789103710816277,3.0789103710816277,3.0789103710816277,3.0789103710816277,0.0,0.0,0.0,217.19150460616228
2024-01-08,212.54635689084867,194.761941593284,239.92033323951566,212.54635689084867,212.54635689084867,3.372621210561886,3.372621210561886,3.372621210561886,3.372621210561886,3.372621210561886,3.372621210561886,0.0,0.0,0.0,215.91897810141054
2024-01-09,212.00709424731176,195.38339481542184,239.27075620849723,212.00709424731176,212.00709424731176,6.143872736358459,6.143872736358459,6.143872736358459,6.143872736358459,6.143872736358459,6.143872736358459,0.0,0.0,0.0,218.1509669836702
2024-01-10,211.46783160377484,191.8261835121349,241.25835975159703,211.46783160377484,211.46783160377484,5.679737911969239,5.679737911969239,5.679737911969239,5.679737911969239,5.679737911969239,5.679737911969239,0.0,0.0,0.0,217.14756951574407
2024-01-11,210.9285689602379,193.35605759323727,239.19874993280817,210.9285689602379,210.9285689602379,3.3061397450312144,3.3061397450312144,3.3061397450312144,3.3061397450312144,3.3061397450312144,3.3061397450312144,0.0,0.0,0.0,214.2347087052691
2024-01-12,210.38930631670095,190.98374647706018,236.52000508536514,210.38930631670095,210.38930631670095,3.078910371081134,3.078910371081134,3.078910371081134,3.078910371081134,3.078910371081134,3.078910371081134,0.0,0.0,0.0,213.46821668778207
2024-01-16,208.23225574255324,191.9656716054168,237.58209847542233,208.23225574255324,208.23225574255324,6.14387273635532,6.14387273635532,6.14387273635532,6.14387273635532,6.14387273635532,6.14387273635532,0.0,0.0,0.0,214.37612847890856
2024-01-17,207.6929930990163,189.32907643530382,237.49496258498914,207.6929930990163,207.6929930990163,5.679737911966163,5.679737911966163,5.679737911966163,5.679737911966163,5.679737911966163,5.679737911966163,0.0,0.0,0.0,213.37273101098245
2024-01-18,207.15373045547932,188.31588804654155,231.91866974675224,207.15373045547932,207.15373045547932,3.3061397450333545,3.3061397450333545,3.3061397450333545,3.3061397450333545,3.3061397450333545,3.3061397450333545,0.0,0.0,0.0,210.45987020051268
2024-01-19,206.6144678153604,185.35224526295403,231.83327727713407,206.6144678153604,206.6144678153604,3.0789103710806414,3.0789103710806414,3.0789103710806414,3.0789103710806414,3.0789103710806414,3.0789103710806414,0.0,0.0,0.0,209.69337818644104
2024-01-22,204.9966798950036,186.2891891312284,230.7899315299898,204.9966798950036,204.9966798950036,3.37262121058494,3.37262121058494,3.37262121058494,3.37262121058494,3.37262121058494,3.37262121058494,0.0,0.0,0.0,208.36930110558856
2024-01-23,204.4574172548847,188.3548400612554,232.647220252389,204.4574172548847,204.4574172548847,6.1438727363594605,6.1438727363594605,6.1438727363594605,6.1438727363594605,6.1438727363594605,6.1438727363594605,0.0,0.0,0.0,210.60128999124416
2024-01-24,203.91815461476577,187.63442883131924,231.6320198692118,203.91815461476577,203.91815461476577,5.679737911973258,5.679737911973258,5.679737911973258,5.679737911973258,5.679737911973258,5.679737911973258,0.0,0.0,0.0,209.59789252673903
2024-01-25,203.37889197464685,184.4217192637591,230.98145161879825,203.37889197464685,203.37889197464685,3.306139745031967,3.306139745031967,3.306139745031967,3.306139745031967,3.306139745031967,3.306139745031967,0.0,0.0,0.0,206.68503171967882
2024-01-26,202.83962933452793,183.91691721511222,229.9103482034464,202.83962933452793,202.83962933452793,3.078910371071711,3.078910371071711,3.078910371071711,3.078910371071711,3.078910371071711,3.078910371071711,0.0,0.0,0.0,205.91853970559964
2024-01-29,201.22184141417117,179.85975835109969,227.07595080869018,201.22184141417117,201.22184141417117,3.3726212105468156,3.3726212105468156,3.3726212105468156,3.3726212105468156,3.3726212105468156,3.3726212105468156,0.0,0.0,0.0,204.59446262471798
2024-01-30,200.6825787740523,181.4249663996535,227.8195986402754,200.6825787740523,200.6825787740523,6.1438727363635985,6.1438727363635985,6.1438727363635985,6.1438727363635985,6.1438727363635985,6.1438727363635985,0.0,0.0,0.0,206.8264515104159
2024-01-31,200.14331614083093,180.82843557856228,227.38762219507265,200.14331614083093,200.14331614083093,5.6797379119722615,5.6797379119722615,5.6797379119722615,5.6797379119722615,5.6797379119722615,5.6797379119722615,0.0,0.0,0.0,205.8230540528032
